gene	coef	HR	HR_lower_95	HR_upper_95	se_coef	p_value	C_index	log2FoldChange	padj	regulation	cox_p_adj	log2_HR	neglog10p	prognostic_class
KLHL14	-0.610170536078907	0.5432582160483835	0.3516278138870264	0.8393235052756479	0.22194870774866038	0.005974983387160092	0.5946499153020892	-1.01367450930996	4.0971172863077e-4	Down	0.9206895747817477	-0.8802900064975995	2.2236632978902398	Favorable (Protective DEG)
VWCE	-0.4694928935033118	0.6253192913688314	0.4469850155328414	0.8748038582275196	0.17129769545424728	0.006128961706316376	0.5688170525127048	-1.18952793539805	2.25411123620362e-8	Down	0.9206895747817477	-0.6773350691898382	2.2126130921064386	Favorable (Protective DEG)
CARMIL3	-0.28646439106613053	0.7509138172954797	0.6111333585041127	0.9226653285388847	0.10509156877070273	0.006413514256032781	0.6038255223037832	0.715170061921319	9.863546021144e-4	NS	0.9206895747817477	-0.4132807563823832	2.1929039355695714	Favorable (Protective DEG)
RGS13	-0.5489624050096599	0.5775487612939127	0.38742968653991916	0.8609628618063168	0.2037070573151814	0.007041779179040059	0.5886504799548278	-0.99101115632756	8.26395269025618e-6	NS	0.9206895747817477	-0.791985339341915	2.15231759795769	Favorable (Protective DEG)
ZNF43	-0.3116369873191027	0.7322472950406851	0.5833096880607982	0.9192134333940869	0.11602256509903228	0.007231238470429363	0.6000846979107849	-0.729561334030207	8.20874763781944e-5	NS	0.9206895747817477	-0.44959713616284624	2.140787316147791	Favorable (Protective DEG)
VAT1L	0.3270791181279006	1.3869112026575263	1.0873886569095539	1.7689376027921355	0.12413494623316998	0.008417016730709244	0.5723108413325805	-0.632374467337644	0.0152920046694502	NS	0.9206895747817477	0.47187542170145763	2.0748418095655197	Adverse (Risk DEG)
VSIG4	0.16741824320026677	1.18224862936921	1.0429433494779512	1.3401608268991838	0.06396616704370678	0.00886300564892928	0.5867447769621683	-0.694744699446668	0.00382763853079895	NS	0.9206895747817477	0.24153346921936739	2.052418973893462	Adverse (Risk DEG)
TNFRSF4	-0.2792265523731514	0.7563685267181993	0.6109761216049782	0.9363595858820516	0.10891569984337132	0.010356473382286959	0.5859683794466404	-0.558593153655349	4.7210394724524e-4	NS	0.9206895747817477	-0.40283876239326794	1.9847881066905833	Favorable (Protective DEG)
RFLNA	0.205244816041637	1.2278256195793866	1.0492407073521761	1.4368063891648992	0.08019435589425383	0.010487039127828158	0.5794748729531338	-0.708386141738343	0.00524134878218227	NS	0.9206895747817477	0.29610567827143713	1.9793471116115486	Adverse (Risk DEG)
FCGBP	-0.13894171339339337	0.8702787525752583	0.7822029154251843	0.9682719052156099	0.05443945751246499	0.010703754562720066	0.5952851496329757	-0.800977342167499	0.00227371837041852	NS	0.9206895747817477	-0.20045052088526435	1.9704638578421712	Favorable (Protective DEG)
